frame.number,frame.time_epoch,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,_ws.col.protocol,tcp.srcport,tcp.dstport,tcp.flags.str,udp.srcport,udp.dstport,icmp.type,icmp.code,frame.len
"1","1759281093.392444715","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","ICMP",,,,,,"8","0","42"
"2","1759281093.392448090","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63924","443","····CE····S·",,,,,"78"
"3","1759281093.393116588","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","ICMP",,,,,,"0","0","42"
"4","1759281093.393860418","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","443","63924","·······A·R··",,,,,"54"
"5","1759281093.430427367","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63925","113","····CE····S·",,,,,"78"
"6","1759281093.430427784","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63926","445","····CE····S·",,,,,"78"
"7","1759281093.430427867","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63927","80","····CE····S·",,,,,"78"
"8","1759281093.430514909","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","113","63925","·······A·R··",,,,,"54"
"9","1759281093.430673491","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","445","63926","·······A·R··",,,,,"54"
"10","1759281093.430694158","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","80","63927","·······A·R··",,,,,"54"
"11","1759281093.430704450","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63928","25","····CE····S·",,,,,"78"
"12","1759281093.430722450","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","25","63928","·······A·R··",,,,,"54"
"13","1759281093.430888657","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63929","21","····CE····S·",,,,,"78"
"14","1759281093.430888824","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63930","135","····CE····S·",,,,,"78"
"15","1759281093.430888866","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63931","143","····CE····S·",,,,,"78"
"16","1759281093.430888949","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63932","111","····CE····S·",,,,,"78"
"17","1759281093.430918157","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","21","63929","·······A·R··",,,,,"54"
"18","1759281093.431030865","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","135","63930","·······A·R··",,,,,"54"
"19","1759281093.431221948","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","143","63931","·······A·R··",,,,,"54"
"20","1759281093.431242281","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","111","63932","·······A·R··",,,,,"54"
"21","1759281093.431252156","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63933","256","····CE····S·",,,,,"78"
"22","1759281093.431252239","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63934","5900","····CE····S·",,,,,"78"
"23","1759281093.431258448","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","256","63933","·······A·R··",,,,,"54"
"24","1759281093.431274073","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5900","63934","·······A·R··",,,,,"54"
"25","1759281094.393511209","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63924","443","··········S·",,,,,"78"
"26","1759281094.393557001","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","443","63924","·······A·R··",,,,,"54"
"27","1759281094.431568695","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63934","5900","··········S·",,,,,"78"
"28","1759281094.431569070","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63933","256","··········S·",,,,,"78"
"29","1759281094.431569153","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63932","111","··········S·",,,,,"78"
"30","1759281094.431569195","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63931","143","··········S·",,,,,"78"
"31","1759281094.431569236","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63930","135","··········S·",,,,,"78"
"32","1759281094.431569278","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63929","21","··········S·",,,,,"78"
"33","1759281094.431569320","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63928","25","··········S·",,,,,"78"
"34","1759281094.431569361","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63927","80","··········S·",,,,,"78"
"35","1759281094.431610570","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","5900","63934","·······A·R··",,,,,"54"
"36","1759281094.431633736","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","256","63933","·······A·R··",,,,,"54"
"37","1759281094.431637194","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","111","63932","·······A·R··",,,,,"54"
"38","1759281094.431639403","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","143","63931","·······A·R··",,,,,"54"
"39","1759281094.431869277","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63926","445","··········S·",,,,,"78"
"40","1759281094.431869360","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63925","113","··········S·",,,,,"78"
"41","1759281094.431917110","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","135","63930","·······A·R··",,,,,"54"
"42","1759281094.431932818","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","21","63929","·······A·R··",,,,,"54"
"43","1759281094.431934068","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","25","63928","·······A·R··",,,,,"54"
"44","1759281094.431934860","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","80","63927","·······A·R··",,,,,"54"
"45","1759281094.431935402","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","445","63926","·······A·R··",,,,,"54"
"46","1759281094.431935943","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","113","63925","·······A·R··",,,,,"54"
"47","1759281094.530681290","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63935","113","····CE····S·",,,,,"78"
"48","1759281094.530681873","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63936","110","····CE····S·",,,,,"78"
"49","1759281094.530681957","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63937","22","····CE····S·",,,,,"78"
"50","1759281094.530682082","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63938","995","····CE····S·",,,,,"78"
"51","1759281094.530682248","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63939","3389","····CE····S·",,,,,"78"
"52","1759281094.530682373","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63940","139","····CE····S·",,,,,"78"
"53","1759281094.530732790","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","113","63935","·······A·R··",,,,,"54"
"54","1759281094.530775040","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","110","63936","·······A·R··",,,,,"54"
"55","1759281094.530779331","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","22","63937","·······A·R··",,,,,"54"
"56","1759281094.530783540","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","995","63938","·······A·R··",,,,,"54"
"57","1759281094.530798456","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3389","63939","·······A·R··",,,,,"54"
"58","1759281094.530800748","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","139","63940","·······A·R··",,,,,"54"
"59","1759281094.531715828","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63941","1025","····CE····S·",,,,,"78"
"60","1759281094.531716161","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63942","1720","····CE····S·",,,,,"78"
"61","1759281094.531716203","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63943","3306","····CE····S·",,,,,"78"
"62","1759281094.531716245","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63944","8888","····CE····S·",,,,,"78"
"63","1759281094.531716286","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63945","587","····CE····S·",,,,,"78"
"64","1759281094.531716328","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63946","1723","····CE····S·",,,,,"78"
"65","1759281094.531716370","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63947","554","····CE····S·",,,,,"78"
"66","1759281094.531716411","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63948","993","····CE····S·",,,,,"78"
"67","1759281094.531736036","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1025","63941","·······A·R··",,,,,"54"
"68","1759281094.531747578","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1720","63942","·······A·R··",,,,,"54"
"69","1759281094.531780953","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3306","63943","·······A·R··",,,,,"54"
"70","1759281094.531790453","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8888","63944","·······A·R··",,,,,"54"
"71","1759281094.531805203","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","587","63945","·······A·R··",,,,,"54"
"72","1759281094.531807661","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1723","63946","·······A·R··",,,,,"54"
"73","1759281094.531818619","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","554","63947","·······A·R··",,,,,"54"
"74","1759281094.531821203","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","993","63948","·······A·R··",,,,,"54"
"75","1759281094.531825661","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63949","53","····CE····S·",,,,,"78"
"76","1759281094.531825703","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63950","199","····CE····S·",,,,,"78"
"77","1759281094.532723991","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63951","23","····CE····S·",,,,,"78"
"78","1759281094.532724074","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63952","8080","····CE····S·",,,,,"78"
"79","1759281094.532724116","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63953","443","····CE····S·",,,,,"78"
"80","1759281094.532724158","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63954","119","····CE····S·",,,,,"78"
"81","1759281094.532724199","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63955","50636","····CE····S·",,,,,"78"
"82","1759281094.532724241","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63956","1007","····CE····S·",,,,,"78"
"83","1759281094.532738908","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","53","63949","·······A·R··",,,,,"54"
"84","1759281094.532749616","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","199","63950","·······A·R··",,,,,"54"
"85","1759281094.532751033","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","23","63951","·······A·R··",,,,,"54"
"86","1759281094.532766616","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8080","63952","·······A·R··",,,,,"54"
"87","1759281094.532769449","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","443","63953","·······A·R··",,,,,"54"
"88","1759281094.532771866","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","119","63954","·······A·R··",,,,,"54"
"89","1759281094.532774366","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","50636","63955","·······A·R··",,,,,"54"
"90","1759281094.532776991","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1007","63956","·······A·R··",,,,,"54"
"91","1759281095.531913837","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63956","1007","··········S·",,,,,"78"
"92","1759281095.531914254","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63955","50636","··········S·",,,,,"78"
"93","1759281095.531914337","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63954","119","··········S·",,,,,"78"
"94","1759281095.531914420","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63953","443","··········S·",,,,,"78"
"95","1759281095.531914504","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63952","8080","··········S·",,,,,"78"
"96","1759281095.531914587","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63951","23","··········S·",,,,,"78"
"97","1759281095.531914670","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63950","199","··········S·",,,,,"78"
"98","1759281095.531914754","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63949","53","··········S·",,,,,"78"
"99","1759281095.531965045","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1007","63956","·······A·R··",,,,,"54"
"100","1759281095.531997920","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","50636","63955","·······A·R··",,,,,"54"
"101","1759281095.532003337","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","119","63954","·······A·R··",,,,,"54"
"102","1759281095.532007337","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","443","63953","·······A·R··",,,,,"54"
"103","1759281095.532011212","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8080","63952","·······A·R··",,,,,"54"
"104","1759281095.532015212","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","23","63951","·······A·R··",,,,,"54"
"105","1759281095.532019045","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","199","63950","·······A·R··",,,,,"54"
"106","1759281095.532022670","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","53","63949","·······A·R··",,,,,"54"
"107","1759281095.532039045","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63948","993","··········S·",,,,,"78"
"108","1759281095.532039128","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63947","554","··········S·",,,,,"78"
"109","1759281095.532039212","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63946","1723","··········S·",,,,,"78"
"110","1759281095.532039295","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63945","587","··········S·",,,,,"78"
"111","1759281095.532039420","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63944","8888","··········S·",,,,,"78"
"112","1759281095.532039503","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63943","3306","··········S·",,,,,"78"
"113","1759281095.532039587","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63942","1720","··········S·",,,,,"78"
"114","1759281095.532039670","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63941","1025","··········S·",,,,,"78"
"115","1759281095.532049545","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","993","63948","·······A·R··",,,,,"54"
"116","1759281095.532054295","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","554","63947","·······A·R··",,,,,"54"
"117","1759281095.532057962","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1723","63946","·······A·R··",,,,,"54"
"118","1759281095.532062587","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","587","63945","·······A·R··",,,,,"54"
"119","1759281095.532066295","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8888","63944","·······A·R··",,,,,"54"
"120","1759281095.532070212","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3306","63943","·······A·R··",,,,,"54"
"121","1759281095.532073587","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1720","63942","·······A·R··",,,,,"54"
"122","1759281095.532077170","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1025","63941","·······A·R··",,,,,"54"
"123","1759281095.532138045","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63940","139","··········S·",,,,,"78"
"124","1759281095.532138253","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63939","3389","··········S·",,,,,"78"
"125","1759281095.532138336","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63938","995","··········S·",,,,,"78"
"126","1759281095.532138420","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63937","22","··········S·",,,,,"78"
"127","1759281095.532138503","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63936","110","··········S·",,,,,"78"
"128","1759281095.532138586","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63935","113","··········S·",,,,,"78"
"129","1759281095.532354585","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","139","63940","·······A·R··",,,,,"54"
"130","1759281095.532374335","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","3389","63939","·······A·R··",,,,,"54"
"131","1759281095.532376210","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","995","63938","·······A·R··",,,,,"54"
"132","1759281095.532377252","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","22","63937","·······A·R··",,,,,"54"
"133","1759281095.532378294","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","110","63936","·······A·R··",,,,,"54"
"134","1759281095.532379544","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","113","63935","·······A·R··",,,,,"54"
"135","1759281095.533497415","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63957","2048","····CE····S·",,,,,"78"
"136","1759281095.533540123","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","2048","63957","·······A·R··",,,,,"54"
"137","1759281095.533562456","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63958","64623","····CE····S·",,,,,"78"
"138","1759281095.533562498","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63959","161","····CE····S·",,,,,"78"
"139","1759281095.533566206","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","64623","63958","·······A·R··",,,,,"54"
"140","1759281095.533576456","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","161","63959","·······A·R··",,,,,"54"
"141","1759281095.533700122","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63960","714","····CE····S·",,,,,"78"
"142","1759281095.533706456","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","714","63960","·······A·R··",,,,,"54"
"143","1759281095.533776122","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63961","8193","····CE····S·",,,,,"78"
"144","1759281095.533776205","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63962","9101","····CE····S·",,,,,"78"
"145","1759281095.533781580","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","8193","63961","·······A·R··",,,,,"54"
"146","1759281095.533783830","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","9101","63962","·······A·R··",,,,,"54"
"147","1759281095.534164704","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63963","1063","····CE····S·",,,,,"78"
"148","1759281095.534164954","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63964","17988","····CE····S·",,,,,"78"
"149","1759281095.534165079","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63965","1163","····CE····S·",,,,,"78"
"150","1759281095.534165162","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63966","1057","····CE····S·",,,,,"78"
"151","1759281095.534165246","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63967","901","····CE····S·",,,,,"78"
"152","1759281095.534251620","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1063","63963","·······A·R··",,,,,"54"
"153","1759281095.534272453","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","17988","63964","·······A·R··",,,,,"54"
"154","1759281095.534276662","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1163","63965","·······A·R··",,,,,"54"
"155","1759281095.534280078","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","1057","63966","·······A·R··",,,,,"54"
"156","1759281095.534283995","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","901","63967","·······A·R··",,,,,"54"
"157","1759281095.534288537","16:7f:ce:eb:fe:64","8a:c9:4a:eb:f3:a4","192.168.64.1","192.168.64.3","64","TCP","63968","10082","····CE····S·",,,,,"78"
"158","1759281095.534293953","8a:c9:4a:eb:f3:a4","16:7f:ce:eb:fe:64","192.168.64.3","192.168.64.1","64","TCP","10082","63968","·······A·R··",,,,,"54"
